post,prefLabel,obsession_first_checker,obsession_second_checker,obsession_third_checker,compulsion_first_checker,compulsion_second_checker,compulsion_third_checker,postAnnotations,mergedAnnotations,Compulsion exp,Obsession exp,agreed_obsession_label,agreed_compulsion_label
2 year 2 month waiting treatment finally got treatment provider tell many people front 9 people touch mp several time try improve system nothing seems effect get nh treat u need help,['Treatment'],0,0,0,0,0,0.0,[],['treatment'],,,0,0
dear guess looking support trying better understand ocd mom two 9 year old daughter diagnosed ocd awaiting referral pe camhs would great hear parent worked child similar age yet sit properly discus daughter ocd mean guess really trying get head around first daughter excessive hand washing hop four time probably 20 time day constant sighing constant sniffing poor memory go upstairs constant worryier also short term memory difficulty diagnosed dyslexia dyscalculia 7 working know cause self doubt anxiety separated father little also caused emotional issue would love hear parent helping child cope ocd stuff come peace good luck sonia,"['anxiety', 'anxiety', 'OCD']",0,0,0,1,0,0.0,"['washing', 'excessive hand washing', 'excessive']","['ocd', 'washing', 'excessive hand washing', 'excessive', 'anxiety']",1.0,,0,1
seeking reassurance frustrated get head thinking others accept get life getting worse worse seems like gear experiencing many new thought crippled,['Thought'],0,0,0,0,0,0.0,['thought'],['thought'],,,0,0
thanks friend massive kindness support last 12 month know without needing oscar speech mind thread get merged friday see coolest kindest gp ever met going 9mg wow journey difference year ago yes frightened wonder cope panic etc support forum elsewhere amazing thank much taking time support difficult withdrawal process fab member best wish phil edited april 19 2017 philm another spelling mistake,"['OCD', 'process']",0,0,0,0,0,0.0,[],"['ocd', 'process']",,,0,0
hi everyone checking progress report checking switch night le still checking little urge falling away thing quite bad department able settle quicker good night sleep morning though another story wake early people coming look house stuck room morning old worry plate know sound awful look past vivid thought might ocd past moment triumph tripping relieved aftermath realised suffering depression although stopped anything still feel guilty essentially anything want write want arrogant want thing want think everything fine finally took meditation cd came mindfulness book first meditation calmed little also read book came across passage guilt really struck chord felt lot list described trouble started act erratically trying force mind distraction basically starting move think fast part life thing picking still feel somewhat sad little weep last night sending job application getting response couple offer interview heartening started pay attention writing well think thing took turning point joined new creative writing society met new people welcome change tedium moment really want run one morning stay parent way thing mind mum got wound something brother bit isolated trying rather hard tackle fear attempting c x,"['urge', 'fall', 'Thought', 'OCD', 'depression', 'fear', 'guilt', 'writing', 'checking']",0,0,0,0,0,0.0,['thought'],"['ocd', 'fear', 'checking', 'depression', 'fall', 'writing', 'thought', 'urge', 'guilt']",,,0,0
basically really rough time atm due new type ocd making feel terrible physically aswell mentally today example walking around like zombie want eat rubbish sleep leg feel kind strange also set spark head diabities also symptom think going catasrophise diabities wondering anyone else feel way rough patch also feel terrible pysically think something else must wrong top initial problem caused feeling hope make sense,"['OCD', 'symptom', 'hope']",0,0,1,0,0,1.0,[],"['hope', 'ocd', 'symptom']",,,0,0
hi back forum terrible two stress starting school teacher returning living whole summer fantastic coping terrible anxiety attack eating properly shaking wanting sleep time ocd reared ugly head feel every morning wanting cry felt like coped back sure doubt think think doubt check appointment doctor currently sertraline think need scared needed write guess,"['anxiety', 'anxiety', 'shaking', 'OCD']",0,0,0,0,0,0.0,[],"['anxiety', 'shaking', 'ocd']",,,0,0
thanks reading seem bit better since taking clompramine noticing good day also really bad day wondered anyone could recognise description example woke morning ane immediatley felt little afraid ifs start manage get daughter school work head jumble thought fear losing control psych described losing control fear work stressed feeling ill becuase afraid flip know else exposure everyday would able live life pure harm relationship taking med psych assures get better even free ocd able make copeable losing faith anyone else get feeling day fear helpsmilie,"['Thought', 'anxiety', 'anxiety', 'OCD', 'fear']",1,1,1,0,0,0.0,['thought'],"['anxiety', 'ocd', 'thought', 'fear']",,,1,0
hello everyone guy also experience trigger coincidence bad day good better day seems experience much trigger coincidence bad day one mindtrick due ocd trying objective bad day seem work greeting erik,"['OCD', 'object']",0,0,1,0,0,1.0,[],"['ocd', 'object']",,,0,0
hi well point upwards yes today difficult wrote lot worry work little journal offload fancied chat quite know happened today though suspect bad night sleep help felt depressed day lot stuff head felt alone trouble getting along struggled writer group last night friend noted distant could feel afraid never get right help particular still even questioning behaviour look certain people eye still get horrid thought scared know shake thought want run away hide understand still feel like frightened know yo cope pay attention engage look eye know thought thought afraid staff christmas party tomorrow everyone else really excited feel overwhelmingly negative like given trying sorry samey drivel thanks reading c x,['Thought'],0,0,0,0,0,0.0,"['thought', 'horrid thought', 'behaviour']","['thought', 'horrid thought', 'behaviour']",,,0,0
sure happened today rock bottom alright late going business today much firstly went tesco thought would gone syringe exchange box travelling way back found asthma inhaler exchange box chippy tonight drunken fella came brushed past plastic bag could see slight mark arm blood anything however looked arm saw graze think infected hiv wife say see mark blood likely bag refuse reassure,['Thought'],0,0,0,0,0,0.0,['thought'],['thought'],,,0,0
hey guy lately yes struggle every day really mean hard getting every day coping moment lately chatty etc desperately depressed wake usually sleep better time started cbt like therapist usually feel alright trying implement coping strategy bad wknd sometimes still felt bad managed work trying ignore thought effectively relabel today really bad like coping go window feel guilty responsible able postpone worrying til time trying past day analysing thought feeling get seem real sometimes horrible suffer relationship type ocd horrible feel like recover bad day come home cried eye boyfriend cried much age ask advice medication yes appetite back yes sleep better sometimes yes becoming chatty etc usually worried medication feel like want stop tonight worry worsening ocd numb feeling make thought seem real ocd really worried one hand want massively depressed still get co would much worse feel put thing like moment 30mg citalopram sometimes feel like bit daze make sense get scared medication mess emotion stuff side effect get stopping feel like stopping seeing feel scared going feel worse catch 22 situation feel bad feel bad without anyone relationship ocd found type,"['guilt', 'Medication', 'Thought', 'OCD']",0,0,0,0,0,0.0,"['thought', 'hand']","['ocd', 'medication', 'thought', 'guilt', 'hand']",,,0,0
